70.402174,37.046324,70.407521,37.050611
70.407443,37.046262,70.412792,37.050548
70.412713,37.046199,70.418062,37.050486
70.417983,37.046136,70.423332,37.050423
70.423253,37.046072,70.428602,37.050360
70.428523,37.046009,70.433872,37.050296
70.433793,37.045945,70.439142,37.050233
70.439062,37.045881,70.444412,37.050169
70.444332,37.045817,70.449682,37.050105
70.449602,37.045752,70.454952,37.050041
70.454872,37.045687,70.460222,37.049976
70.460141,37.045622,70.465492,37.049911
70.465411,37.045557,70.470762,37.049846
70.470681,37.045492,70.476032,37.049781
70.475950,37.045426,70.481302,37.049716
70.481220,37.045360,70.486572,37.049650
70.486490,37.045294,70.491842,37.049584
70.491759,37.045227,70.497112,37.049518
70.497029,37.045161,70.502382,37.049452
70.502298,37.045094,70.507652,37.049385
70.507568,37.045027,70.512921,37.049318
70.512838,37.044960,70.518191,37.049251
70.518107,37.044892,70.523461,37.049184
70.523377,37.044824,70.528731,37.049116
70.528646,37.044756,70.534001,37.049048
70.533916,37.044688,70.539270,37.048980
70.539185,37.044619,70.544540,37.048912
70.544454,37.044551,70.549810,37.048843
70.549724,37.044482,70.555079,37.048775
70.554993,37.044413,70.560349,37.048706
70.560263,37.044343,70.565619,37.048636
70.565532,37.044273,70.570888,37.048567
70.570801,37.044204,70.576158,37.048497
70.576071,37.044133,70.581428,37.048427
70.581340,37.044063,70.586697,37.048357
70.586609,37.043992,70.591967,37.048287
70.591879,37.043922,70.597236,37.048216
70.597148,37.043851,70.602506,37.048145
70.602417,37.043779,70.607775,37.048074
70.607686,37.043708,70.613045,37.048003
70.612956,37.043636,70.618314,37.047932
70.618225,37.043564,70.623584,37.047860
70.623494,37.043492,70.628853,37.047788
70.628763,37.043419,70.634123,37.047716
70.634032,37.043347,70.639392,37.047643
70.639301,37.043274,70.644662,37.047570
70.644570,37.043200,70.649931,37.047497
70.649839,37.043127,70.655200,37.047424
70.655109,37.043053,70.660470,37.047351
70.660378,37.042980,70.665739,37.047277
70.402251,37.050548,70.407599,37.054835
70.407521,37.050486,70.412870,37.054773
70.412792,37.050423,70.418140,37.054710
70.418062,37.050360,70.423411,37.054647
70.423332,37.050296,70.428681,37.054584
70.428602,37.050233,70.433952,37.054521
70.433872,37.050169,70.439222,37.054457
70.439142,37.050105,70.444492,37.054393
70.444412,37.050041,70.449763,37.054329
70.449682,37.049976,70.455033,37.054265
70.454952,37.049911,70.460303,37.054200
70.460222,37.049846,70.465573,37.054135
70.465492,37.049781,70.470844,37.054070
70.470762,37.049716,70.476114,37.054005
70.476032,37.049650,70.481384,37.053940
70.481302,37.049584,70.486654,37.053874
70.486572,37.049518,70.491925,37.053808
70.491842,37.049452,70.497195,37.053742
70.497112,37.049385,70.502465,37.053676
70.502382,37.049318,70.507735,37.053609
70.507652,37.049251,70.513005,37.053542
70.512921,37.049184,70.518275,37.053475
70.518191,37.049116,70.523545,37.053408
70.523461,37.049048,70.528816,37.053340
70.528731,37.048980,70.534086,37.053272
70.534001,37.048912,70.539356,37.053204
70.539270,37.048843,70.544626,37.053136
70.544540,37.048775,70.549896,37.053067
70.549810,37.048706,70.555166,37.052999
70.555079,37.048636,70.560436,37.052930
70.560349,37.048567,70.565706,37.052860
70.565619,37.048497,70.570976,37.052791
70.570888,37.048427,70.576245,37.052721
70.576158,37.048357,70.581515,37.052651
70.581428,37.048287,70.586785,37.052581
70.586697,37.048216,70.592055,37.052511
70.591967,37.048145,70.597325,37.052440
70.597236,37.048074,70.602595,37.052369
70.602506,37.048003,70.607865,37.052298
70.607775,37.047932,70.613134,37.052227
70.613045,37.047860,70.618404,37.052155
70.618314,37.047788,70.623674,37.052084
70.623584,37.047716,70.628944,37.052012
70.628853,37.047643,70.634213,37.051939
70.634123,37.047570,70.639483,37.051867
70.639392,37.047497,70.644753,37.051794
70.644662,37.047424,70.650022,37.051721
70.649931,37.047351,70.655292,37.051648
70.655200,37.047277,70.660562,37.051574
70.660470,37.047203,70.665831,37.051501
70.402329,37.054773,70.407677,37.059059
70.407599,37.054710,70.412948,37.058997
70.412870,37.054647,70.418219,37.058934
70.418140,37.054584,70.423490,37.058871
70.423411,37.054521,70.428760,37.058808
70.428681,37.054457,70.434031,37.058745
70.433952,37.054393,70.439302,37.058681
70.439222,37.054329,70.444572,37.058617
70.444492,37.054265,70.449843,37.058553
70.449763,37.054200,70.455114,37.058489
70.455033,37.054135,70.460384,37.058424
70.460303,37.054070,70.465655,37.058360
70.465573,37.054005,70.470925,37.058295
70.470844,37.053940,70.476196,37.058229
70.476114,37.053874,70.481466,37.058164
70.481384,37.053808,70.486737,37.058098
70.486654,37.053742,70.492007,37.058032
70.491925,37.053676,70.497278,37.057966
70.497195,37.053609,70.502548,37.057900
70.502465,37.053542,70.507819,37.057833
70.507735,37.053475,70.513089,37.057766
70.513005,37.053408,70.518360,37.057699
70.518275,37.053340,70.523630,37.057632
70.523545,37.053272,70.528900,37.057564
70.528816,37.053204,70.534171,37.057496
70.534086,37.053136,70.539441,37.057428
70.539356,37.053067,70.544711,37.057360
70.544626,37.052999,70.549982,37.057291
70.549896,37.052930,70.555252,37.057223
70.555166,37.052860,70.560522,37.057154
70.560436,37.052791,70.565792,37.057084
70.565706,37.052721,70.571063,37.057015
70.570976,37.052651,70.576333,37.056945
70.576245,37.052581,70.581603,37.056875
70.581515,37.052511,70.586873,37.056805
70.586785,37.052440,70.592143,37.056735
70.592055,37.052369,70.597414,37.056664
70.597325,37.052298,70.602684,37.056593
70.602595,37.052227,70.607954,37.056522
70.607865,37.052155,70.613224,37.056451
70.613134,37.052084,70.618494,37.056379
70.618404,37.052012,70.623764,37.056307
70.623674,37.051939,70.629034,37.056235
70.628944,37.051867,70.634304,37.056163
70.634213,37.051794,70.639574,37.056091
70.639483,37.051721,70.644844,37.056018
70.644753,37.051648,70.650114,37.055945
70.650022,37.051574,70.655384,37.055872
70.655292,37.051501,70.660654,37.055798
70.660562,37.051427,70.665924,37.055725
70.402407,37.058997,70.407756,37.063283
70.407677,37.058934,70.413027,37.063221
70.412948,37.058871,70.418298,37.063158
70.418219,37.058808,70.423569,37.063095
70.423490,37.058745,70.428840,37.063032
70.428760,37.058681,70.434111,37.062969
70.434031,37.058617,70.439382,37.062905
70.439302,37.058553,70.444652,37.062841
70.444572,37.058489,70.449923,37.062777
70.449843,37.058424,70.455194,37.062713
70.455114,37.058360,70.460465,37.062648
70.460384,37.058295,70.465736,37.062584
70.465655,37.058229,70.471007,37.062519
70.470925,37.058164,70.476278,37.062453
70.476196,37.058098,70.481549,37.062388
70.481466,37.058032,70.486819,37.062322
70.486737,37.057966,70.492090,37.062256
70.492007,37.057900,70.497361,37.062190
70.497278,37.057833,70.502632,37.062124
70.502548,37.057766,70.507902,37.062057
70.507819,37.057699,70.513173,37.061990
70.513089,37.057632,70.518444,37.061923
70.518360,37.057564,70.523714,37.061856
70.523630,37.057496,70.528985,37.061788
70.528900,37.057428,70.534256,37.061720
70.534171,37.057360,70.539526,37.061652
70.539441,37.057291,70.544797,37.061584
70.544711,37.057223,70.550068,37.061515
70.549982,37.057154,70.555338,37.061446
70.555252,37.057084,70.560609,37.061377
70.560522,37.057015,70.565879,37.061308
70.565792,37.056945,70.571150,37.061239
70.571063,37.056875,70.576420,37.061169
70.576333,37.056805,70.581691,37.061099
70.581603,37.056735,70.586961,37.061029
70.586873,37.056664,70.592232,37.060958
70.592143,37.056593,70.597502,37.060888
70.597414,37.056522,70.602772,37.060817
70.602684,37.056451,70.608043,37.060746
70.607954,37.056379,70.613313,37.060675
70.613224,37.056307,70.618584,37.060603
70.618494,37.056235,70.623854,37.060531
70.623764,37.056163,70.629124,37.060459
70.629034,37.056091,70.634395,37.060387
70.634304,37.056018,70.639665,37.060314
70.639574,37.055945,70.644935,37.060242
70.644844,37.055872,70.650205,37.060169
70.650114,37.055798,70.655476,37.060095
70.655384,37.055725,70.660746,37.060022
70.660654,37.055651,70.666016,37.059948
70.402484,37.063221,70.407834,37.067508
70.407756,37.063158,70.413105,37.067445
70.413027,37.063095,70.418376,37.067383
70.418298,37.063032,70.423648,37.067320
70.423569,37.062969,70.428919,37.067256
70.428840,37.062905,70.434190,37.067193
70.434111,37.062841,70.439461,37.067129
70.439382,37.062777,70.444733,37.067066
70.444652,37.062713,70.450004,37.067001
70.449923,37.062648,70.455275,37.066937
70.455194,37.062584,70.460546,37.066873
70.460465,37.062519,70.465817,37.066808
