1361830222827,268,002 1-1,1148,268,1,0
1361830223112,173,002 1-1,2595,173,1,0
1361830222827,462,002 1-2,1148,462,1,0
1361830223287,204,002 1-1,2009,204,1,0
1361830223290,219,002 1-2,2009,219,1,0
1361830223510,211,002 1-2,6684,210,1,0
1361830223493,236,002 1-1,6678,236,1,0
1361830223722,198,002 1-2,766,198,1,0
1361830223730,213,002 1-1,4560,213,1,0
1361830223921,223,002 1-2,4560,222,1,0
1361830223945,219,002 1-1,7359,219,1,0
1361830224145,227,002 1-2,2586,227,1,0
1361830224166,208,002 1-1,8235,208,1,0
1361830224375,225,002 1-1,6723,225,1,0
1361830224373,284,002 1-2,22023,282,1,0
1361830224602,232,002 1-1,4364,232,1,0
1361830224659,179,002 1-2,4150,178,1,0
1361830224835,238,002 1-1,7911,238,1,0
1361830224839,247,002 1-2,9478,246,1,0
1361830225087,217,002 1-2,766,217,1,0
1361830225075,239,002 1-1,9478,239,1,0
1361830225306,208,002 1-2,3606,208,1,0
1361830225316,207,002 1-1,4079,206,1,0
1361830225515,211,002 1-2,3171,211,1,0
1361830225524,210,002 1-1,3662,210,1,0
